"gene_id" "gene_biotype"
"128641" "ENSG00000275075" "processed_pseudogene"
"128644" "ENSG00000275767" "unprocessed_pseudogene"
"128653" "ENSG00000232527" "lincRNA"
"128668" "ENSG00000276442" "rRNA"
"128671" "ENSG00000175658" "processed_pseudogene"
"128675" "ENSG00000276756" "transcribed_unprocessed_pseudogene"
"128697" "ENSG00000271567" "protein_coding"
"128705" "ENSG00000271439" "processed_pseudogene"
"128708" "ENSG00000207205" "snRNA"
"128711" "ENSG00000237343" "lincRNA"
"128715" "ENSG00000233586" "processed_pseudogene"
"128718" "ENSG00000266338" "protein_coding"
"128897" "ENSG00000227212" "processed_pseudogene"
"128900" "ENSG00000229002" "unprocessed_pseudogene"
"128904" "ENSG00000275291" "snRNA"
"128907" "ENSG00000278099" "snRNA"
"128910" "ENSG00000277918" "snRNA"
"128913" "ENSG00000279782" "protein_coding"
"128921" "ENSG00000277199" "lincRNA"
"128932" "ENSG00000224363" "lincRNA"
"128938" "ENSG00000278273" "unprocessed_pseudogene"
"128949" "ENSG00000222854" "rRNA"
"128952" "ENSG00000273825" "unprocessed_pseudogene"
"128959" "ENSG00000196369" "protein_coding"
"129026" "ENSG00000271644" "processed_pseudogene"
"129029" "ENSG00000215784" "protein_coding"
"129043" "ENSG00000272419" "processed_transcript"
"129075" "ENSG00000277678" "snRNA"
"129078" "ENSG00000281571" "protein_coding"
"129086" "ENSG00000223612" "processed_pseudogene"
"129089" "ENSG00000256374" "protein_coding"
"129095" "ENSG00000271291" "processed_pseudogene"
"129098" "ENSG00000276216" "lincRNA"
"129101" "ENSG00000207501" "snRNA"
"129104" "ENSG00000236140" "lincRNA"
"129108" "ENSG00000162825" "protein_coding"
"129802" "ENSG00000234367" "processed_pseudogene"
"129805" "ENSG00000270384" "snRNA"
"129808" "ENSG00000270722" "snRNA"
"129811" "ENSG00000278182" "unprocessed_pseudogene"
"129815" "ENSG00000275064" "unprocessed_pseudogene"
"129826" "ENSG00000272150" "transcribed_unprocessed_pseudogene"
"129864" "ENSG00000117262" "protein_coding"
"130094" "ENSG00000174827" "protein_coding"
"130192" "ENSG00000117281" "protein_coding"
"130252" "ENSG00000265491" "protein_coding"
"130283" "ENSG00000186141" "protein_coding"
"130376" "ENSG00000186364" "protein_coding"
"130421" "ENSG00000131788" "protein_coding"
"130547" "ENSG00000278549" "miRNA"
"130550" "ENSG00000198483" "protein_coding"
"130613" "ENSG00000143127" "protein_coding"
"130744" "ENSG00000244619" "antisense"
"130748" "ENSG00000131779" "protein_coding"
"130782" "ENSG00000265241" "protein_coding"
"130879" "ENSG00000211451" "unitary_pseudogene"
"130900" "ENSG00000234222" "antisense"
"130979" "ENSG00000280778" "protein_coding"
"130998" "ENSG00000271601" "protein_coding"
"131016" "ENSG00000272031" "protein_coding"
"131046" "ENSG00000278431" "antisense"
"131050" "ENSG00000121851" "protein_coding"
"131101" "ENSG00000265972" "protein_coding"
"131149" "ENSG00000168509" "protein_coding"
"131227" "ENSG00000201558" "snRNA"
"131230" "ENSG00000233396" "lincRNA"
"131256" "ENSG00000271425" "protein_coding"
"131845" "ENSG00000213240" "protein_coding"
"131893" "ENSG00000264343" "protein_coding"
"131947" "ENSG00000276509" "lincRNA"
"131950" "ENSG00000201789" "snRNA"
"131953" "ENSG00000271121" "processed_pseudogene"
"131956" "ENSG00000277406" "unprocessed_pseudogene"
"131961" "ENSG00000270339" "protein_coding"
"131969" "ENSG00000273768" "snRNA"
"131972" "ENSG00000274428" "snRNA"
"131975" "ENSG00000277655" "unprocessed_pseudogene"
"131979" "ENSG00000277420" "lincRNA"
"131983" "ENSG00000274408" "rRNA"
"131986" "ENSG00000276975" "transcribed_unprocessed_pseudogene"
"132072" "ENSG00000274450" "snRNA"
"132075" "ENSG00000268043" "protein_coding"
"132504" "ENSG00000244371" "processed_pseudogene"
"132507" "ENSG00000234225" "lincRNA"
"132516" "ENSG00000227242" "unprocessed_pseudogene"
"132533" "ENSG00000225603" "processed_pseudogene"
"132536" "ENSG00000201142" "snRNA"
"132539" "ENSG00000230832" "processed_pseudogene"
"132542" "ENSG00000283342" "unprocessed_pseudogene"
"132557" "ENSG00000131791" "protein_coding"
"132590" "ENSG00000237188" "antisense"
"132603" "ENSG00000273071" "processed_transcript"
"132608" "ENSG00000131781" "protein_coding"
"132752" "ENSG00000180867" "processed_pseudogene"
"132755" "ENSG00000226015" "processed_pseudogene"
"132758" "ENSG00000236806" "processed_pseudogene"
"132761" "ENSG00000131778" "protein_coding"
"133097" "ENSG00000278811" "antisense"
"133110" "ENSG00000213226" "processed_pseudogene"
"133114" "ENSG00000226653" "unitary_pseudogene"
"133117" "ENSG00000207209" "misc_RNA"
"133120" "ENSG00000272443" "unprocessed_pseudogene"
"133123" "ENSG00000272480" "unprocessed_pseudogene"
"133126" "ENSG00000116128" "protein_coding"
"133162" "ENSG00000162836" "protein_coding"
"133303" "ENSG00000277762" "misc_RNA"
"133306" "ENSG00000227139" "lincRNA"
"133310" "ENSG00000265107" "protein_coding"
"133336" "ENSG00000274415" "antisense"
"133343" "ENSG00000234190" "lincRNA"
"133347" "ENSG00000223728" "processed_pseudogene"
"133350" "ENSG00000121634" "protein_coding"
"133356" "ENSG00000188092" "protein_coding"
"133505" "ENSG00000215859" "lincRNA"
"133521" "ENSG00000244211" "unprocessed_pseudogene"
"133530" "ENSG00000273059" "lincRNA"
"133533" "ENSG00000206791" "snRNA"
"133536" "ENSG00000274372" "lincRNA"
"133544" "ENSG00000206585" "snRNA"
"133547" "ENSG00000229828" "unprocessed_pseudogene"
"133560" "ENSG00000263956" "protein_coding"
"133803" "ENSG00000225080" "processed_pseudogene"
"133806" "ENSG00000198658" "unprocessed_pseudogene"
"133810" "ENSG00000227733" "lincRNA"
"133917" "ENSG00000232265" "lincRNA"
"133953" "ENSG00000238765" "rRNA"
"133956" "ENSG00000224335" "unprocessed_pseudogene"
"133959" "ENSG00000227700" "processed_pseudogene"
"133962" "ENSG00000199879" "snRNA"
"133965" "ENSG00000234283" "lincRNA"
"133970" "ENSG00000228626" "unprocessed_pseudogene"
"133974" "ENSG00000231196" "processed_transcript"
"133987" "ENSG00000238107" "lincRNA"
"133991" "ENSG00000235988" "processed_pseudogene"
"133994" "ENSG00000224481" "lincRNA"
"133999" "ENSG00000252744" "misc_RNA"
"134002" "ENSG00000283676" "miRNA"
"134005" "ENSG00000202408" "snRNA"
"134008" "ENSG00000272824" "lincRNA"
"134011" "ENSG00000207340" "snRNA"
"134014" "ENSG00000274020" "lincRNA"
"134031" "ENSG00000252135" "snRNA"
"134034" "ENSG00000278596" "miRNA"
"134037" "ENSG00000238825" "snRNA"
"134040" "ENSG00000231551" "lincRNA"
"134087" "ENSG00000201183" "snRNA"
"134090" "ENSG00000225871" "processed_pseudogene"
"134094" "ENSG00000280649" "protein_coding"
"134102" "ENSG00000236334" "protein_coding"
"134110" "ENSG00000274210" "snRNA"
"134113" "ENSG00000270629" "protein_coding"
"134716" "ENSG00000252515" "snRNA"
"134719" "ENSG00000177144" "processed_pseudogene"
"134722" "ENSG00000275140" "unprocessed_pseudogene"
"134728" "ENSG00000271546" "processed_pseudogene"
"134731" "ENSG00000178104" "protein_coding"
"135782" "ENSG00000252656" "misc_RNA"
"135785" "ENSG00000222788" "snRNA"
"135788" "ENSG00000254913" "antisense"
"135793" "ENSG00000255148" "antisense"
"135798" "ENSG00000254539" "lincRNA"
"135802" "ENSG00000269713" "protein_coding"
"136204" "ENSG00000274019" "unprocessed_pseudogene"
"136209" "ENSG00000201699" "snRNA"
"136212" "ENSG00000274265" "lincRNA"
"136225" "ENSG00000215861" "unprocessed_pseudogene"
"136234" "ENSG00000272755" "lincRNA"
"136237" "ENSG00000273591" "misc_RNA"
"136240" "ENSG00000274423" "unprocessed_pseudogene"
"136246" "ENSG00000271383" "protein_coding"
"136635" "ENSG00000263464" "protein_coding"
"136643" "ENSG00000277147" "lincRNA"
"136691" "ENSG00000275557" "lincRNA"
"136697" "ENSG00000206828" "snRNA"
"136700" "ENSG00000234232" "transcribed_unprocessed_pseudogene"
"136732" "ENSG00000275229" "snRNA"
"136735" "ENSG00000272058" "protein_coding"
"136743" "ENSG00000226500" "processed_pseudogene"
"136746" "ENSG00000150337" "protein_coding"
"136781" "ENSG00000203814" "protein_coding"
"136807" "ENSG00000233030" "antisense"
"136811" "ENSG00000183598" "protein_coding"
"136817" "ENSG00000270882" "protein_coding"
"136852" "ENSG00000203811" "protein_coding"
"136860" "ENSG00000203812" "protein_coding"
"136868" "ENSG00000220323" "processed_pseudogene"
"136871" "ENSG00000261716" "sense_overlapping"
"136874" "ENSG00000272993" "lincRNA"
"136877" "ENSG00000203819" "processed_pseudogene"
"136880" "ENSG00000272196" "protein_coding"
"136888" "ENSG00000203852" "protein_coding"
"136896" "ENSG00000270276" "protein_coding"
"136922" "ENSG00000264207" "antisense"
"136925" "ENSG00000184678" "protein_coding"
"136933" "ENSG00000184260" "protein_coding"
"136939" "ENSG00000184270" "protein_coding"
"136945" "ENSG00000178096" "protein_coding"
"136978" "ENSG00000159164" "protein_coding"
"137039" "ENSG00000143368" "protein_coding"
"137066" "ENSG00000014914" "protein_coding"
"137215" "ENSG00000264522" "protein_coding"
"137275" "ENSG00000223945" "processed_pseudogene"
"137279" "ENSG00000136631" "protein_coding"
"137483" "ENSG00000023902" "protein_coding"
"137544" "ENSG00000266187" "misc_RNA"
"137547" "ENSG00000143401" "protein_coding"
"137692" "ENSG00000222222" "snRNA"
"137695" "ENSG00000276110" "antisense"
"137699" "ENSG00000118298" "protein_coding"
"137773" "ENSG00000117362" "protein_coding"
"137860" "ENSG00000118292" "protein_coding"
"137914" "ENSG00000159208" "protein_coding"
"138003" "ENSG00000266472" "protein_coding"
"138024" "ENSG00000278939" "protein_coding"
"138030" "ENSG00000117360" "protein_coding"
"138105" "ENSG00000163125" "protein_coding"
"138181" "ENSG00000143374" "protein_coding"
"138435" "ENSG00000143369" "protein_coding"
"138532" "ENSG00000228126" "lincRNA"
"138536" "ENSG00000237781" "antisense"
"138544" "ENSG00000143382" "protein_coding"
"138717" "ENSG00000264553" "miRNA"
"138720" "ENSG00000203804" "processed_transcript"
"138730" "ENSG00000277452" "misc_RNA"
"138733" "ENSG00000274963" "misc_RNA"
"138736" "ENSG00000143384" "protein_coding"
"138772" "ENSG00000253047" "snoRNA"
"138775" "ENSG00000143420" "protein_coding"
"138935" "ENSG00000276103" "snRNA"
"138938" "ENSG00000143457" "protein_coding"
"138972" "ENSG00000143452" "protein_coding"
"139131" "ENSG00000206931" "snRNA"
"139134" "ENSG00000163131" "protein_coding"
"139212" "ENSG00000236713" "processed_pseudogene"
"139215" "ENSG00000143387" "protein_coding"
"139254" "ENSG00000224690" "processed_pseudogene"
"139258" "ENSG00000143437" "protein_coding"
"139543" "ENSG00000200175" "snRNA"
"139546" "ENSG00000224800" "processed_pseudogene"
"139549" "ENSG00000283324" "protein_coding"
"139559" "ENSG00000229357" "processed_pseudogene"
"139562" "ENSG00000143379" "protein_coding"
"139854" "ENSG00000143418" "protein_coding"
"140072" "ENSG00000259357" "antisense"
"140079" "ENSG00000231073" "antisense"
"140084" "ENSG00000143412" "protein_coding"
"140124" "ENSG00000143409" "protein_coding"
"140270" "ENSG00000143363" "protein_coding"
"140400" "ENSG00000200759" "snRNA"
"140403" "ENSG00000163141" "protein_coding"
"140507" "ENSG00000143443" "protein_coding"
"140524" "ENSG00000197622" "protein_coding"
"140600" "ENSG00000213190" "protein_coding"
"140610" "ENSG00000143458" "protein_coding"
"140679" "ENSG00000233717" "processed_pseudogene"
"140684" "ENSG00000261168" "sense_overlapping"
"140687" "ENSG00000143434" "protein_coding"
"140941" "ENSG00000163154" "protein_coding"
"140951" "ENSG00000163156" "protein_coding"
"141027" "ENSG00000163155" "protein_coding"
"141050" "ENSG00000163157" "protein_coding"
"141134" "ENSG00000163159" "protein_coding"
"141197" "ENSG00000143398" "protein_coding"
"141448" "ENSG00000159352" "protein_coding"
"141578" "ENSG00000232671" "antisense"
"141585" "ENSG00000143373" "protein_coding"
"141690" "ENSG00000143393" "protein_coding"
"141906" "ENSG00000265753" "misc_RNA"
"141909" "ENSG00000273481" "lincRNA"
"141912" "ENSG00000143390" "protein_coding"
"142254" "ENSG00000224645" "antisense"
"142258" "ENSG00000237976" "antisense"
"142262" "ENSG00000143416" "protein_coding"
"142596" "ENSG00000159377" "protein_coding"
"142643" "ENSG00000143442" "protein_coding"
"143008" "ENSG00000238711" "misc_RNA"
"143011" "ENSG00000143375" "protein_coding"
"143108" "ENSG00000252840" "snoRNA"
"143111" "ENSG00000143367" "protein_coding"
"143237" "ENSG00000232536" "sense_intronic"
"143241" "ENSG00000207606" "miRNA"
"143244" "ENSG00000223861" "processed_pseudogene"
"143247" "ENSG00000250734" "antisense"
"143251" "ENSG00000143376" "protein_coding"
"143369" "ENSG00000206635" "snRNA"
"143372" "ENSG00000227045" "antisense"
"143376" "ENSG00000159409" "protein_coding"
"143499" "ENSG00000178796" "protein_coding"
"143555" "ENSG00000206980" "snRNA"
"143558" "ENSG00000269621" "antisense"
"143562" "ENSG00000236940" "processed_pseudogene"
"143566" "ENSG00000143436" "protein_coding"
"143652" "ENSG00000143450" "protein_coding"
"143780" "ENSG00000249602" "antisense"
"143785" "ENSG00000232937" "sense_intronic"
"143789" "ENSG00000268288" "antisense"
"143792" "ENSG00000182134" "protein_coding"
"144128" "ENSG00000203288" "antisense"
"144135" "ENSG00000269489" "lincRNA"
"144138" "ENSG00000213171" "protein_coding"
"144148" "ENSG00000143365" "protein_coding"
"144204" "ENSG00000225556" "protein_coding"
"144214" "ENSG00000201134" "misc_RNA"
"144217" "ENSG00000234614" "antisense"
"144222" "ENSG00000196407" "protein_coding"
"144247" "ENSG00000159445" "protein_coding"
"144303" "ENSG00000223810" "processed_pseudogene"
"144306" "ENSG00000197747" "protein_coding"
"144338" "ENSG00000229021" "antisense"
"144353" "ENSG00000240667" "unprocessed_pseudogene"
"144359" "ENSG00000163191" "protein_coding"
"144375" "ENSG00000232678" "processed_pseudogene"
"144378" "ENSG00000182898" "protein_coding"
"144390" "ENSG00000159450" "protein_coding"
"144410" "ENSG00000226716" "antisense"
"144414" "ENSG00000233792" "transcribed_processed_pseudogene"
"144420" "ENSG00000215853" "protein_coding"
"144432" "ENSG00000237975" "antisense"
"144478" "ENSG00000236427" "lincRNA"
"144482" "ENSG00000197915" "protein_coding"
"144494" "ENSG00000143631" "protein_coding"
"144506" "ENSG00000143520" "protein_coding"
"144518" "ENSG00000183586" "processed_pseudogene"
"144521" "ENSG00000143536" "protein_coding"
"144533" "ENSG00000186207" "protein_coding"
"144543" "ENSG00000279850" "protein_coding"
"144549" "ENSG00000169509" "protein_coding"
"144559" "ENSG00000185966" "protein_coding"
"144569" "ENSG00000163202" "protein_coding"
"144579" "ENSG00000244057" "protein_coding"
"144587" "ENSG00000187238" "protein_coding"
"144593" "ENSG00000185962" "protein_coding"
"144599" "ENSG00000226947" "unprocessed_pseudogene"
"144602" "ENSG00000176075" "lincRNA"
"144607" "ENSG00000187223" "protein_coding"
"144617" "ENSG00000187180" "protein_coding"
"144627" "ENSG00000159455" "protein_coding"
"144637" "ENSG00000187173" "protein_coding"
"144647" "ENSG00000187170" "protein_coding"
"144664" "ENSG00000198854" "protein_coding"
"144671" "ENSG00000229713" "unprocessed_pseudogene"
"144674" "ENSG00000233819" "unprocessed_pseudogene"
"144677" "ENSG00000203786" "protein_coding"
"144685" "ENSG00000240386" "protein_coding"
"144691" "ENSG00000186226" "protein_coding"
"144717" "ENSG00000172155" "protein_coding"
"144727" "ENSG00000197084" "protein_coding"
"144743" "ENSG00000196734" "protein_coding"
"144751" "ENSG00000186844" "protein_coding"
"144758" "ENSG00000235942" "protein_coding"
"144768" "ENSG00000163206" "protein_coding"
"144778" "ENSG00000163207" "protein_coding"
"144788" "ENSG00000224308" "antisense"
"144792" "ENSG00000283227" "protein_coding"
"144802" "ENSG00000184148" "protein_coding"
"144812" "ENSG00000169474" "protein_coding"
"144818" "ENSG00000163209" "protein_coding"
"144851" "ENSG00000252920" "snoRNA"
"144854" "ENSG00000234262" "unprocessed_pseudogene"
"144857" "ENSG00000169469" "protein_coding"
"144867" "ENSG00000163216" "protein_coding"
"144906" "ENSG00000241794" "protein_coding"
"144916" "ENSG00000196805" "protein_coding"
"144924" "ENSG00000203785" "protein_coding"
"144943" "ENSG00000244094" "protein_coding"
"144953" "ENSG00000229035" "unprocessed_pseudogene"
"144956" "ENSG00000159516" "protein_coding"
"144966" "ENSG00000229699" "lincRNA"
"144971" "ENSG00000203784" "protein_coding"
"144981" "ENSG00000203783" "protein_coding"
"144991" "ENSG00000230779" "processed_pseudogene"
"144994" "ENSG00000203782" "protein_coding"
"145004" "ENSG00000159527" "protein_coding"
"145024" "ENSG00000163218" "protein_coding"
"145075" "ENSG00000207321" "snRNA"
"145078" "ENSG00000163220" "protein_coding"
"145090" "ENSG00000163221" "protein_coding"
"145102" "ENSG00000237008" "processed_pseudogene"
"145106" "ENSG00000143546" "protein_coding"
"145132" "ENSG00000224784" "processed_pseudogene"
"145135" "ENSG00000184330" "protein_coding"
"145167" "ENSG00000203781" "unprocessed_pseudogene"
"145171" "ENSG00000197364" "protein_coding"
"145181" "ENSG00000143556" "protein_coding"
"145204" "ENSG00000263841" "misc_RNA"
"145207" "ENSG00000238279" "antisense"
"145211" "ENSG00000197956" "protein_coding"
"145259" "ENSG00000196420" "protein_coding"
"145284" "ENSG00000196154" "protein_coding"
"145338" "ENSG00000188015" "protein_coding"
"145361" "ENSG00000196754" "protein_coding"
"145428" "ENSG00000188643" "protein_coding"
"145477" "ENSG00000189334" "protein_coding"
"145540" "ENSG00000189171" "protein_coding"
"145598" "ENSG00000271853" "processed_transcript"
"145618" "ENSG00000160678" "protein_coding"
"145666" "ENSG00000272030" "antisense"
"145676" "ENSG00000160679" "protein_coding"
"145765" "ENSG00000143553" "protein_coding"
"145790" "ENSG00000143621" "protein_coding"
"145895" "ENSG00000169418" "protein_coding"
"145955" "ENSG00000274940" "miRNA"
"145958" "ENSG00000242565" "misc_RNA"
"145961" "ENSG00000235015" "processed_pseudogene"
"145965" "ENSG00000199565" "misc_RNA"
"145968" "ENSG00000143624" "protein_coding"
"146314" "ENSG00000243613" "antisense"
"146318" "ENSG00000233222" "antisense"
"146322" "ENSG00000279767" "protein_coding"
"146335" "ENSG00000143554" "protein_coding"
"146493" "ENSG00000207039" "misc_RNA"
"146496" "ENSG00000143614" "protein_coding"
"146643" "ENSG00000231827" "transcribed_unprocessed_pseudogene"
"146660" "ENSG00000223599" "processed_pseudogene"
"146663" "ENSG00000236327" "processed_pseudogene"
"146666" "ENSG00000198837" "protein_coding"
"146822" "ENSG00000160741" "protein_coding"
"146960" "ENSG00000143570" "protein_coding"
"147091" "ENSG00000276584" "miRNA"
"147094" "ENSG00000282386" "antisense"
"147097" "ENSG00000273026" "antisense"
"147100" "ENSG00000143578" "protein_coding"
"147273" "ENSG00000143543" "protein_coding"
"147338" "ENSG00000272654" "lincRNA"
